fecha,parcela_id,sensor_id,Municipio,estacion_id,t_max,t_min,t_media,humedad_relativa,radiacion_solar,velocidad_viento,precipitacion,Et0,textura_suelo,capacidad_campo,punto_marchitez,densidad_aparente,materia_organica,profundidad_raiz,humedad_volumetrica,temperatura_suelo,calidad_dato,lamina_aplicada_mm,caudal_lps,energia_kwh,metodo_riego,costo_energia,costo_mantenimiento,costo_agua,costo_total,cultivo_id,kc_inicial,kc_medio,kc_final,duracion_dias,recomendacion,accion_tomada,resultado,estado_sistema,ahorro_agua,eficiencia_riego,riesgo_estres,costo_por_mm,confiabilidad_sensores,lat,lon
15/11/2025,P001,S011,Gómez Palacio,DGO_LAGUNA,27.62129977,10.55916228,19.09023102,46.64505978,18.37775956,2.127142522,2,3.550248041,franco-arenoso,0.24,0.1,1.5,1.1,70,0.101942815,19.91871805,OK,10,7,13,aspersión,234,42.15911287,35,311.1591129,C01,0.35,1.1,0.25,130,Regar 10 mm,modificado,humedad adecuada,degradado,0.216328711,0.850824547,0.36168099,28.28719208,0.976096491,25.57,-103.49
15/11/2025,P001,S012,Gómez Palacio,DGO_LAGUNA,29.80548162,9.742485478,19.77398355,43.77806718,19.96280807,2.406656147,10,4.029517914,franco-arenoso,0.24,0.1,1.5,1.1,70,0.119628207,15.04492111,OK,8,5.6,10.4,aspersión,187.2,43.38073589,28,258.5807359,C01,0.35,1.1,0.25,130,Regar 8 mm,ejecutado,humedad adecuada,degradado,0.157005417,0.816709957,0.224165886,28.73119288,0.947549526,25.57,-103.49
15/11/2025,P001,S013,Gómez Palacio,DGO_LAGUNA,22.74701634,6.743219245,14.74511779,36.03517747,12.81207457,1.539245351,20,2.884193998,franco-arenoso,0.24,0.1,1.5,1.1,70,0.122847843,19.60889386,sospechoso,10,7,13,goteo,234,33.82732007,35,302.8273201,C01,0.35,1.1,0.25,130,Regar 10 mm,ignorado,humedad adecuada,normal,0.056352017,0.711742268,0.372898396,27.52975637,0.961121991,25.57,-103.49
15/11/2025,P001,S014,Gómez Palacio,DGO_LAGUNA,22.66197694,10.3745965,16.51828672,27.44526049,15.91491217,2.938687726,20,3.152182888,franco-arenoso,0.24,0.1,1.5,1.1,70,0.125600718,19.4594226,OK,8,5.6,10.4,gravedad,187.2,31.77747267,28,246.9774727,C01,0.35,1.1,0.25,130,Regar 8 mm,modificado,Estrés hídrico,degradado,0.2226118,0.850130216,0.366776259,27.44194141,0.899183883,25.57,-103.49
15/11/2025,P001,S015,Gómez Palacio,DGO_LAGUNA,27.64778508,13.93656219,20.79217363,37.40300423,15.80004813,1.00810478,0,2.244275059,franco-arenoso,0.24,0.1,1.5,1.1,70,0.113328714,14.38665409,OK,6,4.2,7.8,gravedad,140.4,27.36391409,21,188.7639141,C01,0.35,1.1,0.25,130,Regar 6 mm,ejecutado,Estrés hídrico,normal,0.072269448,0.897933709,0.255452359,26.96627344,0.916054735,25.57,-103.49
15/11/2025,P001,S016,Gómez Palacio,DGO_LAGUNA,19.55703118,4.129797557,11.84341437,37.49583909,14.94118741,2.420766625,20,2.777299825,franco-arenoso,0.24,0.1,1.5,1.1,70,0.140871049,19.5208109,OK,0,0,0,gravedad,0,25.74132137,0,25.74132137,C01,0.35,1.1,0.25,130,Regar 0 mm,ejecutado,humedad adecuada,degradado,0.079459442,0.814592688,0.225561409,25.74132137,0.96481531,25.57,-103.49
15/11/2025,P001,S017,Gómez Palacio,DGO_LAGUNA,24.31702001,8.82374597,16.57038299,37.90000706,17.2414926,1.386102153,10,3.601708097,franco-arenoso,0.24,0.1,1.5,1.1,70,0.124140416,18.054987,OK,6,4.2,7.8,aspersión,140.4,45.5301707,21,206.9301707,C01,0.35,1.1,0.25,130,Regar 6 mm,ignorado,humedad adecuada,degradado,0.204884099,0.744382268,0.343653671,29.56145296,0.905696608,25.57,-103.49
15/11/2025,P001,S018,Gómez Palacio,DGO_LAGUNA,25.42950423,11.35836079,18.39393251,35.12235382,17.77399607,1.819874896,2,2.582392806,franco-arenoso,0.24,0.1,1.5,1.1,70,0.174921673,14.00002334,OK,10,7,13,goteo,234,41.03496037,35,310.0349604,C01,0.35,1.1,0.25,130,Regar 10 mm,ejecutado,Ligero déficit,degradado,0.227794047,0.757181761,0.118912294,28.1849964,0.852380929,25.57,-103.49
15/11/2025,P001,S019,Gómez Palacio,DGO_LAGUNA,23.78728889,4.459317116,14.123303,52.21870227,14.9225535,2.204243484,5,4.088799773,franco-arenoso,0.24,0.1,1.5,1.1,70,0.193428892,14.3531312,OK,15,10.5,19.5,goteo,351,45.53817577,52.5,449.0381758,C01,0.35,1.1,0.25,130,Regar 15 mm,ignorado,Estrés hídrico,degradado,0.106272655,0.881801191,0.242432969,28.06488599,0.917638987,25.57,-103.49
15/11/2025,P001,S020,Gómez Palacio,DGO_LAGUNA,22.78629523,13.26072357,18.0235094,35.20955046,18.41859391,1.356625797,0,2.58493115,franco-arenoso,0.24,0.1,1.5,1.1,70,0.11065772,17.00983528,OK,6,4.2,7.8,gravedad,140.4,45.74299677,21,207.1429968,C01,0.35,1.1,0.25,130,Regar 6 mm,ignorado,Estrés hídrico,normal,0.111088243,0.8308841,0.395325471,29.59185668,0.971382237,25.57,-103.49
15/11/2025,P002,S001,Lerdo,DGO_LAGUNA,21.52635573,4.244854746,12.88560524,47.51336563,14.71997462,2.583890998,0,3.336537035,franco,0.28,0.14,1.4,1.4,85,0.249722404,19.61267298,faltante,15,10.5,19.5,goteo,351,42.90921407,52.5,446.4092141,C02,0.4,1.15,0.3,120,Regar 15 mm,modificado,humedad adecuada,degradado,0.239976415,0.745572007,0.352190925,27.90057588,0.961816237,25.53,-103.6
15/11/2025,P002,S002,Lerdo,DGO_LAGUNA,20.02927526,9.912423884,14.97084957,49.62743776,17.51428225,2.287111139,0,2.060467361,franco,0.28,0.14,1.4,1.4,85,0.195405128,15.40154546,OK,12,8.4,15.6,gravedad,280.8,51.67805048,42,374.4780505,C02,0.4,1.15,0.3,120,Regar 12 mm,ejecutado,Ligero déficit,normal,0.073861957,0.739189076,0.195963411,28.80600388,0.870613245,25.53,-103.6
15/11/2025,P002,S003,Lerdo,DGO_LAGUNA,29.80851325,10.09406794,19.95129059,42.55327898,14.36013835,1.954971699,0,3.208368869,franco,0.28,0.14,1.4,1.4,85,0.207549146,14.33013999,OK,12,8.4,15.6,aspersión,280.8,33.33419086,42,356.1341909,C02,0.4,1.15,0.3,120,Regar 12 mm,ejecutado,humedad adecuada,normal,0.079647036,0.890126202,0.358286666,27.39493776,0.895342636,25.53,-103.6
15/11/2025,P002,S004,Lerdo,DGO_LAGUNA,28.18382071,4.598582611,16.39120166,41.35062231,18.83474118,1.773350368,0,2.707471354,franco,0.28,0.14,1.4,1.4,85,0.274006025,14.03572622,sospechoso,12,8.4,15.6,gravedad,280.8,27.19762913,42,349.9976291,C02,0.4,1.15,0.3,120,Regar 12 mm,ignorado,Ligero déficit,degradado,0.173885757,0.822443916,0.19662051,26.92289455,0.914177596,25.53,-103.6
15/11/2025,P002,S005,Lerdo,DGO_LAGUNA,19.67291994,13.96543906,16.8191795,32.39809715,18.72827828,1.16862935,5,2.772417908,franco,0.28,0.14,1.4,1.4,85,0.241294575,18.42841527,sospechoso,6,4.2,7.8,goteo,140.4,42.06198187,21,203.4619819,C02,0.4,1.15,0.3,120,Regar 6 mm,modificado,Ligero déficit,normal,0.196732397,0.780886635,0.295927684,29.06599741,0.944921221,25.53,-103.6
15/11/2025,P002,S006,Lerdo,DGO_LAGUNA,22.3617431,11.23715275,16.79944793,29.61115952,18.92654433,1.062677596,10,2.827622114,franco,0.28,0.14,1.4,1.4,85,0.250891828,18.44231735,sospechoso,10,7,13,gravedad,234,44.47835127,35,313.4783513,C02,0.4,1.15,0.3,120,Regar 10 mm,ignorado,Ligero déficit,degradado,0.125445674,0.780285181,0.359250153,28.49803193,0.884240628,25.53,-103.6
15/11/2025,P002,S007,Lerdo,DGO_LAGUNA,25.38243581,11.27446067,18.32844824,54.62555721,18.96165891,2.42081408,2,4.418004192,franco,0.28,0.14,1.4,1.4,85,0.204511038,15.014366,OK,10,7,13,gravedad,234,45.96861184,35,314.9686118,C02,0.4,1.15,0.3,120,Regar 10 mm,modificado,humedad adecuada,normal,0.192617129,0.782143724,0.371978783,28.63351017,0.898781323,25.53,-103.6
15/11/2025,P002,S008,Lerdo,DGO_LAGUNA,24.08547141,8.786067004,16.43576921,54.84523378,19.38684781,1.839169025,10,3.852274168,franco,0.28,0.14,1.4,1.4,85,0.159130613,14.43688039,sospechoso,6,4.2,7.8,aspersión,140.4,48.3327266,21,209.7327266,C02,0.4,1.15,0.3,120,Regar 6 mm,ignorado,Estrés hídrico,degradado,0.222130039,0.812829799,0.366154774,29.96181809,0.941798294,25.53,-103.6
15/11/2025,P002,S009,Lerdo,DGO_LAGUNA,22.94683607,7.277873795,15.11235493,41.22637806,14.875578,1.320697691,2,3.985892927,franco,0.28,0.14,1.4,1.4,85,0.195306335,16.56675005,OK,6,4.2,7.8,aspersión,140.4,31.20326226,21,192.6032623,C02,0.4,1.15,0.3,120,Regar 6 mm,ignorado,Estrés hídrico,normal,0.239181347,0.756445455,0.167627851,27.51475175,0.911774842,25.53,-103.6
15/11/2025,P002,S010,Lerdo,DGO_LAGUNA,26.47032165,6.403905745,16.4371137,29.73304462,13.7634785,2.204672509,5,2.697835707,franco,0.28,0.14,1.4,1.4,85,0.249170107,19.11419621,faltante,6,4.2,7.8,aspersión,140.4,30.77551138,21,192.1755114,C02,0.4,1.15,0.3,120,Regar 6 mm,ignorado,Estrés hídrico,normal,0.070627078,0.842697797,0.325712456,27.45364448,0.927149236,25.53,-103.6
15/11/2025,P002,S011,Lerdo,DGO_LAGUNA,21.21311514,8.497628958,14.85537205,46.55954726,15.51156814,1.296690094,10,2.401114388,franco,0.28,0.14,1.4,1.4,85,0.250942141,19.18042977,OK,12,8.4,15.6,gravedad,280.8,46.76641379,42,369.5664138,C02,0.4,1.15,0.3,120,Regar 12 mm,ejecutado,Ligero déficit,normal,0.119350054,0.839750512,0.116376893,28.42818568,0.890492062,25.53,-103.6
15/11/2025,P002,S012,Lerdo,DGO_LAGUNA,29.88482682,10.49675492,20.19079087,47.57584577,13.57356611,1.14603537,0,4.023569304,franco,0.28,0.14,1.4,1.4,85,0.177579918,18.54956829,sospechoso,15,10.5,19.5,goteo,351,25.04700744,52.5,428.5470074,C02,0.4,1.15,0.3,120,Regar 15 mm,modificado,Estrés hídrico,normal,0.234181826,0.75531129,0.238477008,26.78418797,0.971296444,25.53,-103.6
15/11/2025,P002,S013,Lerdo,DGO_LAGUNA,25.83340961,4.771075493,15.30224255,38.85121307,18.83609037,1.917002576,2,4.479227875,franco,0.28,0.14,1.4,1.4,85,0.248659484,18.65800012,faltante,6,4.2,7.8,goteo,140.4,47.22472603,21,208.624726,C02,0.4,1.15,0.3,120,Regar 6 mm,modificado,humedad adecuada,degradado,0.165425739,0.835038389,0.340574386,29.80353229,0.925854277,25.53,-103.6
15/11/2025,P002,S014,Lerdo,DGO_LAGUNA,25.90059088,12.56244667,19.23151877,49.98890431,13.16939279,1.786229037,0,2.538236418,franco,0.28,0.14,1.4,1.4,85,0.26868493,14.99684876,sospechoso,8,5.6,10.4,goteo,187.2,41.93706934,28,257.1370693,C02,0.4,1.15,0.3,120,Regar 8 mm,ejecutado,Ligero déficit,degradado,0.134965867,0.874904154,0.256014292,28.57078548,0.975051168,25.53,-103.6
15/11/2025,P002,S015,Lerdo,DGO_LAGUNA,25.19590646,11.56731273,18.38160959,53.10027114,18.99947185,2.754494272,20,4.221002721,franco,0.28,0.14,1.4,1.4,85,0.244320545,14.97540232,sospechoso,12,8.4,15.6,gravedad,280.8,26.8701586,42,349.6701586,C02,0.4,1.15,0.3,120,Regar 12 mm,modificado,humedad adecuada,degradado,0.211223781,0.72539482,0.321027393,26.89770451,0.963687793,25.53,-103.6
15/11/2025,P002,S016,Lerdo,DGO_LAGUNA,27.23625851,13.79045683,20.51335767,53.05743797,18.76900935,1.716613815,20,3.067223852,franco,0.28,0.14,1.4,1.4,85,0.227452749,18.15125916,OK,12,8.4,15.6,goteo,280.8,46.7071834,42,369.5071834,C02,0.4,1.15,0.3,120,Regar 12 mm,modificado,Estrés hídrico,normal,0.159464571,0.716747868,0.129533115,28.42362949,0.954174255,25.53,-103.6
15/11/2025,P002,S017,Lerdo,DGO_LAGUNA,29.78553838,6.480398758,18.13296857,34.30647117,16.11152858,2.778860179,2,3.598753962,franco,0.28,0.14,1.4,1.4,85,0.235216294,17.21346946,faltante,6,4.2,7.8,aspersión,140.4,47.04063739,21,208.4406374,C02,0.4,1.15,0.3,120,Regar 6 mm,ignorado,humedad adecuada,degradado,0.119373984,0.808028069,0.344547224,29.77723391,0.893382967,25.53,-103.6
15/11/2025,P002,S018,Lerdo,DGO_LAGUNA,18.63701868,11.21040994,14.92371431,42.18734687,16.31154772,1.075772826,0,2.683099788,franco,0.28,0.14,1.4,1.4,85,0.253442017,19.09843491,OK,0,0,0,gravedad,0,53.8020731,0,53.8020731,C02,0.4,1.15,0.3,120,Regar 0 mm,modificado,Ligero déficit,degradado,0.161603519,0.752501094,0.340013746,53.8020731,0.935137284,25.53,-103.6
15/11/2025,P002,S019,Lerdo,DGO_LAGUNA,18.58574039,6.256475044,12.42110772,31.01940876,18.64349413,2.628443915,5,2.953463323,franco,0.28,0.14,1.4,1.4,85,0.152077588,19.13720302,faltante,10,7,13,gravedad,234,45.9377249,35,314.9377249,C02,0.4,1.15,0.3,120,Regar 10 mm,ejecutado,Ligero déficit,degradado,0.062276231,0.896854822,0.233506903,28.63070226,0.950872879,25.53,-103.6
15/11/2025,P002,S020,Lerdo,DGO_LAGUNA,29.02407892,12.15780658,20.59094275,46.07528612,19.02326123,1.541791853,20,3.117359808,franco,0.28,0.14,1.4,1.4,85,0.19863006,16.2311644,faltante,12,8.4,15.6,goteo,280.8,48.7924075,42,371.5924075,C02,0.4,1.15,0.3,120,Regar 12 mm,ejecutado,Ligero déficit,degradado,0.057072101,0.711000002,0.214147788,28.58403135,0.926239574,25.53,-103.6
15/11/2025,P003,S001,Mapimí,DGO_LAGUNA,23.45124706,8.593789806,16.02251843,43.08818819,16.15904964,1.714243045,2,3.354476567,arcilloso,0.36,0.2,1.25,1.8,100,0.30718612,19.72079039,OK,12,8.4,15.6,gravedad,280.8,51.4956985,42,374.2956985,C03,0.35,1.2,0.5,150,Regar 12 mm,ejecutado,Estrés hídrico,normal,0.101917573,0.718955982,0.18842652,28.79197681,0.878448863,25.82,-103.85
15/11/2025,P003,S002,Mapimí,DGO_LAGUNA,18.75124294,11.73777527,15.24450911,34.76725549,19.06208391,1.358615206,2,2.431027348,arcilloso,0.36,0.2,1.25,1.8,100,0.301085434,19.21618784,OK,8,5.6,10.4,goteo,187.2,26.62118055,28,241.8211806,C03,0.35,1.2,0.5,150,Regar 8 mm,ignorado,Ligero déficit,degradado,0.091779212,0.714509949,0.113963056,26.86902006,0.974188883,25.82,-103.85
15/11/2025,P003,S003,Mapimí,DGO_LAGUNA,22.28566333,12.59333457,17.43949895,27.95761363,12.79072037,2.773145717,20,2.975594357,arcilloso,0.36,0.2,1.25,1.8,100,0.22434279,18.47998115,OK,15,10.5,19.5,aspersión,351,36.18625896,52.5,439.686259,C03,0.35,1.2,0.5,150,Regar 15 mm,modificado,Estrés hídrico,normal,0.223841388,0.784842574,0.111867999,27.48039119,0.953515631,25.82,-103.85
15/11/2025,P003,S004,Mapimí,DGO_LAGUNA,28.59034722,13.72574818,21.1580477,34.10212201,18.07070081,1.300063459,0,3.71212404,arcilloso,0.36,0.2,1.25,1.8,100,0.282426482,16.61766708,faltante,0,0,0,aspersión,0,43.28400301,0,43.28400301,C03,0.35,1.2,0.5,150,Regar 0 mm,ignorado,humedad adecuada,degradado,0.175585339,0.871560299,0.330141642,43.28400301,0.930648616,25.82,-103.85
15/11/2025,P003,S005,Mapimí,DGO_LAGUNA,26.74658938,9.429684093,18.08813673,31.77806545,15.59682719,2.058781564,2,3.371580483,arcilloso,0.36,0.2,1.25,1.8,100,0.329433156,19.08520485,OK,0,0,0,aspersión,0,37.12756313,0,37.12756313,C03,0.35,1.2,0.5,150,Regar 0 mm,ignorado,humedad adecuada,normal,0.057149974,0.794409088,0.113180529,37.12756313,0.909570155,25.82,-103.85
15/11/2025,P003,S006,Mapimí,DGO_LAGUNA,21.97953119,4.359653177,13.16959218,39.20611608,12.24219503,2.510711083,20,4.45162386,arcilloso,0.36,0.2,1.25,1.8,100,0.209350858,19.17896038,faltante,6,4.2,7.8,goteo,140.4,38.3490535,21,199.7490535,C03,0.35,1.2,0.5,150,Regar 6 mm,ignorado,humedad adecuada,degradado,0.174461032,0.768136023,0.389038096,28.53557907,0.863997468,25.82,-103.85
15/11/2025,P003,S007,Mapimí,DGO_LAGUNA,28.22968156,10.42594152,19.32781154,54.07910154,17.13191063,2.63857368,5,2.396839064,arcilloso,0.36,0.2,1.25,1.8,100,0.205180863,19.9628655,OK,0,0,0,goteo,0,51.58681053,0,51.58681053,C03,0.35,1.2,0.5,150,Regar 0 mm,ejecutado,Estrés hídrico,normal,0.2255121,0.892214315,0.335719682,51.58681053,0.863219442,25.82,-103.85
15/11/2025,P003,S008,Mapimí,DGO_LAGUNA,19.90498688,6.635972611,13.27047975,51.33416773,15.48370074,2.714129048,2,2.796899715,arcilloso,0.36,0.2,1.25,1.8,100,0.314819541,16.10920221,sospechoso,15,10.5,19.5,gravedad,351,48.92751681,52.5,452.4275168,C03,0.35,1.2,0.5,150,Regar 15 mm,ignorado,humedad adecuada,normal,0.159179668,0.83884765,0.249617315,28.2767198,0.885326607,25.82,-103.85
15/11/2025,P003,S009,Mapimí,DGO_LAGUNA,26.61688135,4.492203219,15.55454228,50.11019601,15.91416531,1.447562349,20,3.304626391,arcilloso,0.36,0.2,1.25,1.8,100,0.250767214,14.42756539,OK,6,4.2,7.8,goteo,140.4,47.97861527,21,209.3786153,C03,0.35,1.2,0.5,150,Regar 6 mm,modificado,Ligero déficit,normal,0.159564137,0.825224346,0.190233641,29.91123075,0.929260783,25.82,-103.85
15/11/2025,P003,S010,Mapimí,DGO_LAGUNA,27.65498611,10.45995764,19.05747187,43.97577846,14.92445042,2.937751345,0,2.780697316,arcilloso,0.36,0.2,1.25,1.8,100,0.299117203,18.21487769,OK,6,4.2,7.8,aspersión,140.4,35.92324125,21,197.3232413,C03,0.35,1.2,0.5,150,Regar 6 mm,ejecutado,humedad adecuada,degradado,0.144588506,0.87320006,0.227271792,28.18903446,0.965637754,25.82,-103.85
15/11/2025,P003,S011,Mapimí,DGO_LAGUNA,18.40029806,8.831954163,13.61612611,41.9494135,19.77668562,2.588958038,0,3.464587546,arcilloso,0.36,0.2,1.25,1.8,100,0.203531647,19.27196061,sospechoso,8,5.6,10.4,gravedad,187.2,30.27474965,28,245.4747496,C03,0.35,1.2,0.5,150,Regar 8 mm,ignorado,Ligero déficit,normal,0.061002523,0.752601893,0.177813477,27.27497218,0.963245044,25.82,-103.85
15/11/2025,P003,S012,Mapimí,DGO_LAGUNA,29.5958737,6.488057841,18.04196577,50.53915075,12.33507311,2.749498257,0,3.929375509,arcilloso,0.36,0.2,1.25,1.8,100,0.262881977,15.87644961,sospechoso,10,7,13,goteo,234,50.27020057,35,319.2702006,C03,0.35,1.2,0.5,150,Regar 10 mm,ejecutado,humedad adecuada,degradado,0.128488949,0.775089927,0.239255826,29.02456369,0.875960384,25.82,-103.85
15/11/2025,P003,S013,Mapimí,DGO_LAGUNA,29.82673397,7.79197928,18.80935662,54.11553767,15.02475091,2.427846456,20,3.006691846,arcilloso,0.36,0.2,1.25,1.8,100,0.283794866,14.87074413,OK,6,4.2,7.8,goteo,140.4,35.91010426,21,197.3101043,C03,0.35,1.2,0.5,150,Regar 6 mm,ignorado,Estrés hídrico,degradado,0.184365446,0.785954632,0.399028729,28.18715775,0.923548291,25.82,-103.85
15/11/2025,P003,S014,Mapimí,DGO_LAGUNA,25.00659474,13.37210515,19.18934994,26.94634264,18.76095037,2.095087806,2,3.247058255,arcilloso,0.36,0.2,1.25,1.8,100,0.200018915,18.15129947,sospechoso,0,0,0,aspersión,0,27.5900784,0,27.5900784,C03,0.35,1.2,0.5,150,Regar 0 mm,ignorado,Estrés hídrico,degradado,0.162427431,0.784235711,0.363381784,27.5900784,0.938170872,25.82,-103.85
15/11/2025,P003,S015,Mapimí,DGO_LAGUNA,19.34831591,4.573738592,11.96102725,48.63702644,16.66332985,1.521896378,5,2.940221897,arcilloso,0.36,0.2,1.25,1.8,100,0.261793616,15.26861694,OK,0,0,0,goteo,0,27.469501,0,27.469501,C03,0.35,1.2,0.5,150,Regar 0 mm,ignorado,humedad adecuada,degradado,0.202749748,0.845666935,0.357699473,27.469501,0.85001774,25.82,-103.85
15/11/2025,P003,S016,Mapimí,DGO_LAGUNA,19.44198935,8.018806806,13.73039808,26.15975604,13.73807581,2.481148891,20,2.257542452,arcilloso,0.36,0.2,1.25,1.8,100,0.285751461,15.32857101,OK,0,0,0,goteo,0,34.22199037,0,34.22199037,C03,0.35,1.2,0.5,150,Regar 0 mm,modificado,humedad adecuada,degradado,0.193771811,0.850570578,0.327810789,34.22199037,0.924943451,25.82,-103.85
15/11/2025,P003,S017,Mapimí,DGO_LAGUNA,19.99116946,13.18093333,16.58605139,48.67863721,19.41475843,2.610960245,20,2.738105421,arcilloso,0.36,0.2,1.25,1.8,100,0.354698546,17.61907829,OK,12,8.4,15.6,goteo,280.8,31.55724312,42,354.3572431,C03,0.35,1.2,0.5,150,Regar 12 mm,ignorado,Estrés hídrico,normal,0.06724799,0.853493836,0.154613991,27.25824947,0.89078093,25.82,-103.85
15/11/2025,P003,S018,Mapimí,DGO_LAGUNA,18.78367751,8.902898055,13.84328778,30.78110652,13.1536467,2.75432323,10,2.602418716,arcilloso,0.36,0.2,1.25,1.8,100,0.244827764,19.65554699,OK,12,8.4,15.6,gravedad,280.8,29.74392402,42,352.543924,C03,0.35,1.2,0.5,150,Regar 12 mm,ejecutado,Estrés hídrico,degradado,0.170341807,0.848420685,0.160518323,27.11876339,0.888954412,25.82,-103.85
